name,shortName,gps,version,catalog,doi,detail_url,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_2_source,mass_2_source_lower,mass_2_source_upper,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,chi_eff,chi_eff_lower,chi_eff_upper,total_mass_source,total_mass_source_lower,total_mass_source_upper,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass,chirp_mass_lower,chirp_mass_upper,redshift,redshift_lower,redshift_upper,far,far_lower,far_upper,p_astro,p_astro_lower,p_astro_upper,final_mass_source,final_mass_source_lower,final_mass_source_upper,merger_type,energy_released,E_GW,frequency,lookback_time,luminosity_distance_m,luminosity,luminosity_distance_lower_m,luminosity_distance_upper_m,luminosity_lower,luminosity_upper
GW190426_152155,GW190426_152155-v2,1240327333.3,2,GWTC-2.1-marginal,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190426_152155-v2,,,,,,,10.12,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,Unknown,,,30.51416462877475,0.0,,,,,,
GW190425,GW190425-v1,1240215503.0,1,O3_Discovery_Papers,https://doi.org/10.7935/ggb8-1v94,http://gwosc.org/api/v2/event-versions/GW190425-v1,1.74,-0.09,0.17,1.56,-0.14,0.08,12.46,-0.43,0.29,159.0,-72.0,69.0,0.012,-0.013,0.015,3.3,-0.1,0.1,1.44,-0.02,0.02,1.433842734417271,-0.0003,0.0003,0.04,-0.02,0.01,,,,,,,,,,NS-NS,,,48.43970097636307,0.5615038397655744,4.90674e+24,3.025491632226411e+24,-2.22192e+24,2.12934e+24,6.203927305668967e+23,5.6977040706577836e+23
GW190425,GW190425-v2,1240215503.0,2,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190425-v2,2.0,-0.3,0.6,1.4,-0.3,0.3,13.02922972476558,,,160.0,-70.0,70.0,0.06,-0.05,0.11,3.4,-0.1,0.3,1.44,-0.02,0.02,1.4521083923341433,-0.0006,0.0008,0.03,-0.02,0.01,0.0007518546981126,,,,,,,,,NS-NS,,,83.62132893302439,0.42417741956854593,4.9376e+24,3.063667805268626e+24,-2.1602e+24,2.1602e+24,5.864051658521979e+23,5.864051658521979e+23
GW190425,GW190425_081805-v3,1240215503.0,3,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190425-v3,2.1,-0.4,0.5,1.3,-0.2,0.3,12.4,-0.4,0.4,150.0,-60.0,80.0,0.07,-0.05,0.07,3.4,-0.1,0.3,1.44,-0.02,0.02,1.4302165683358818,,,0.03,-0.01,0.02,0.034,,,0.78349,,,,,,NS-NS,,,87.46575249307091,0.42417741956854593,4.629e+24,2.6926767819743783e+24,-1.8516e+24,2.4688e+24,4.308282851159005e+23,7.659169513171564e+23
GW190424_180648,GW190424_180648-v1,1240164426.1,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190424_180648-v1,40.5,-7.3,11.1,31.8,-7.7,7.6,10.0939769744873,,,2200.0,-1160.0,1580.0,0.13,-0.22,0.22,72.6,-10.7,13.3,31.0,-4.6,5.8,31.196195007990298,-4.8,6.0,0.39,-0.19,0.23,0.7822864941910456,,,0.906492,,,68.9,-10.1,12.4,BH-BH,3.0557676077051725e+17,3.059999999999992e+17,10.625691747807164,4.333084321961799,6.7892000000000005e+25,5.7922469443359964e+26,-3.5797600000000002e+25,4.87588e+25,1.6103403901443215e+26,2.987554808231483e+26
GW190424_180648,GW190424_180648-v2,1240164426.1,2,GWTC-2.1-auxiliary,,http://gwosc.org/api/v2/event-versions/GW190424_180648-v2,,,,,,,10.0939769744873,,,,,,,,,,,,,,,,,,,,,9.03878554692412,,,0.1211015151946331,,,,,,Unknown,,,55.967257231980916,0.0,,,,,,
GW190421_213856,GW190421_213856-v1,1239917954.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190421_213856-v1,41.3,-6.9,10.4,31.9,-8.8,8.0,10.55069569549375,,,2880.0,-1380.0,1370.0,-0.06,-0.27,0.22,72.9,-9.2,13.4,31.2,-4.2,5.9,31.545849323917235,-6.0,6.6,0.49,-0.21,0.19,0.0007738314255311,,,0.999768,,,69.7,-8.7,12.5,BH-BH,3.1456431255788486e+17,3.149999999999987e+17,47.56699028339011,5.122716585379495,8.88768e+25,9.926283689070346e+26,-4.25868e+25,4.2278200000000005e+25,2.2790816282631137e+26,2.246171134261205e+26
GW190421_213856,GW190421_213856-v2,1239917954.2,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190421_213856-v2,42.0,-7.4,10.1,32.0,-9.8,8.3,10.7,-0.4,0.2,2590.0,-1240.0,1490.0,-0.1,-0.27,0.21,73.6,-9.5,13.2,31.4,-4.6,6.0,31.856144839596148,,,0.45,-0.19,0.21,0.0028,,,0.99792,,,70.5,-9.0,12.4,BH-BH,3.1456431255788614e+17,3.15e+17,29.98970294236572,4.819045517993419,7.99274e+25,8.02788672051659e+26,-3.82664e+25,4.5981400000000004e+25,1.8401154755394683e+26,2.65689409940503e+26
GW190413_134308,GW190413_134308-v1,1239198206.7,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190413_134308-v1,47.5,-10.7,13.5,31.8,-10.8,11.7,9.970916853163908,,,4450.0,-2120.0,2480.0,-0.03,-0.29,0.25,78.8,-11.9,17.4,33.0,-5.4,8.2,33.69906104378309,-9.8,8.6,0.71,-0.3,0.31,0.043657319879159,,,0.9849,,,75.5,-11.4,16.4,BH-BH,3.4152696791999046e+17,3.4199999999999974e+17,20.787883060031454,6.5462129378614495,1.37327e+26,2.3698547544465612e+27,-6.54232e+25,7.65328e+25,5.378651790624731e+26,7.360461902157873e+26
GW190413_134308,GW190413_134308-v2,1239198206.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190413_134308-v2,51.3,-12.6,16.6,30.4,-12.7,11.7,10.6,-0.5,0.4,3800.0,-1830.0,2480.0,-0.01,-0.38,0.28,81.3,-11.8,16.8,33.3,-6.3,7.8,34.14681156210297,,,0.62,-0.26,0.32,0.18,,,0.99058,,,78.0,-11.5,16.1,BH-BH,3.325394161326215e+17,3.32999999999999e+17,40.385365426326516,6.010043979894895,1.17268e+26,1.7281001214093342e+27,-5.647380000000001e+25,7.65328e+25,4.0077801222906656e+26,7.360461902157873e+26
GW190413_052954,GW190413_052954-v1,1239168612.5,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190413_052954-v1,34.7,-8.1,12.6,23.7,-6.7,7.3,8.555396161858269,,,3550.0,-1660.0,2270.0,-0.01,-0.34,0.29,58.6,-9.7,13.3,24.6,-4.1,5.5,24.875059203686007,-6.6,7.7,0.59,-0.24,0.29,0.0716832666370279,,,0.97779,,,56.0,-9.2,12.5,BH-BH,2.1570124289683674e+17,2.160000000000005e+17,94.86187335212672,5.817844899229806,1.09553e+26,1.50819818421476e+27,-5.12276e+25,7.00522e+25,3.2977511735149316e+26,6.166708528815899e+26
GW190413_052954,GW190413_052954-v2,1239168612.5,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190413_052954-v2,33.7,-6.4,10.4,24.2,-7.0,6.5,9.0,-0.8,0.4,3320.0,-1400.0,1910.0,-0.04,-0.32,0.27,58.0,-7.8,10.6,24.5,-3.4,4.6,24.793135125507476,,,0.56,-0.21,0.25,0.82,,,0.9275,,,55.5,-7.3,10.1,BH-BH,2.1570124289683674e+17,2.160000000000005e+17,39.088263881867974,5.618376762815243,1.024552e+26,1.3191004694059727e+27,-4.3204e+25,5.89426e+25,2.3456206634087918e+26,4.365846297031435e+26
GW190412,GW190412-v1,1239082262.2,1,O3_Discovery_Papers,https://doi.org/10.7935/20yv-ka61,http://gwosc.org/api/v2/event-versions/GW190412-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,56.691155956902946,0.0,,,,,,
GW190412,GW190412-v2,1239082262.2,2,O3_Discovery_Papers,https://doi.org/10.7935/20yv-ka61,http://gwosc.org/api/v2/event-versions/GW190412-v2,30.1,-5.3,4.6,8.3,-0.9,1.6,19.0,-0.3,0.2,740.0,-160.0,130.0,0.25,-0.11,0.08,38.4,-3.9,3.8,13.3,-0.4,0.4,13.234895236609914,-0.1,0.3,0.15,-0.03,0.03,,,,,,,,,,BH-BH,,,73.27170630056601,1.9490612047821398,2.2836400000000003e+25,6.5533769147074205e+25,-4.9376e+24,4.0118000000000003e+24,3.063667805268626e+24,2.0224994495718666e+24
GW190412,GW190412-v3,1239082262.2,3,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190412-v3,30.1,-5.1,4.7,8.3,-0.9,1.6,19.674587670393503,,,740.0,-170.0,140.0,0.25,-0.11,0.08,38.4,-3.7,3.8,13.3,-0.3,0.4,13.234895236609914,-0.2,0.2,0.15,-0.03,0.03,1e-05,,,1.0,,,37.3,-3.8,3.9,BH-BH,9.88630696610507e+16,9.900000000000077e+16,42.726664214136456,1.9490612047821398,2.2836400000000003e+25,6.5533769147074205e+25,-5.246200000000001e+24,4.3204e+24,3.4585937332915355e+24,2.3456206634087916e+24
GW190412,GW190412_053044-v4,1239082262.1,4,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190412-v4,27.7,-6.0,6.0,9.0,-1.4,2.0,19.8,-0.3,0.2,720.0,-220.0,240.0,0.21,-0.13,0.12,36.8,-4.4,4.7,13.3,-0.5,0.5,13.338289959207327,,,0.15,-0.04,0.04,1e-05,,,1.0,,,35.6,-4.5,4.8,BH-BH,9.886306966105006e+16,9.900000000000013e+16,97.46038744488646,1.9490612047821398,2.22192e+25,6.203927305668966e+25,-6.7892e+24,7.4064e+24,5.792246944335996e+24,6.893252561854408e+24
GW190408_181802,GW190408_181802-v1,1238782700.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190408_181802-v1,24.6,-3.4,5.1,18.4,-3.6,3.3,14.79290708414002,,,1550.0,-600.0,400.0,-0.03,-0.19,0.14,43.0,-3.0,4.2,18.3,-1.2,1.9,18.482387311508294,-1.7,1.4,0.29,-0.1,0.06,1e-05,,,1.0,,,41.1,-2.8,3.9,BH-BH,1.7076348395999523e+17,1.7099999999999987e+17,96.62025654479001,3.4327993697707404,4.7833e+25,2.875180430530419e+26,-1.8516e+25,1.2344000000000001e+25,4.308282851159005e+25,1.9147923782928915e+25
GW190408_181802,GW190408_181802-v2,1238782700.2,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190408_181802-v2,24.8,-3.5,5.4,18.5,-4.0,3.3,14.6,-0.3,0.2,1540.0,-620.0,440.0,-0.03,-0.17,0.13,43.4,-3.0,4.2,18.5,-1.2,1.9,18.607004654466014,,,0.29,-0.11,0.07,1e-05,,,1.0,,,41.4,-2.9,3.9,BH-BH,1.7076348395999523e+17,1.7099999999999987e+17,32.66040662428277,3.4327993697707404,4.75244e+25,2.8382010027246374e+26,-1.91332e+25,1.35784e+25,4.600288688848671e+25,2.3168987777343984e+25
GW190403_051519,GW190403_051519-v1,1238303737.2,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190403_051519-v1,85.0,-33.0,27.8,20.0,-8.4,26.3,7.6,-1.1,0.6,8280.0,-4290.0,6720.0,0.68,-0.43,0.16,106.6,-23.6,26.7,34.0,-8.4,15.1,34.20042421691796,,,1.18,-0.53,0.73,7.7,,,0.60924,,,102.2,-24.3,26.3,BH-BH,2.5165145004630867e+17,2.5199999999999974e+17,54.75236553031469,8.599274530059999,2.5552080000000002e+26,8.204693861747209e+27,-1.323894e+26,2.073792e+26,2.2025019005837623e+27,5.404310008493855e+27
GW170823,GW170823-v1,1187529256.5,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170823-v1,39.5,-6.7,11.2,29.0,-7.8,6.7,12.2,-0.3,0.2,1940.0,-900.0,970.0,0.09,-0.26,0.22,,,,29.2,-3.6,4.6,29.394017054344996,,,0.35,-0.15,0.15,1e-07,,,1.0,,,65.4,-7.4,10.1,BH-BH,2.7861410540841296e+17,2.789999999999995e+17,37.07904788350927,3.987251295264063,5.98684e+25,4.504070371839453e+26,-2.7774e+25,2.99342e+25,9.69363641510776e+25,1.1260175929598632e+26
GW170818,GW170818-v1,1187058327.1,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170818-v1,35.4,-4.7,7.5,26.7,-5.2,4.3,12.0,-0.4,0.3,1060.0,-380.0,420.0,-0.09,-0.21,0.18,,,,26.5,-1.7,2.1,26.7110151707109,,,0.21,-0.07,0.07,4.2e-05,,,1.0,,,59.4,-3.8,4.9,BH-BH,2.4266389825894038e+17,2.429999999999996e+17,35.63564449397208,2.6200651354299316,3.27116e+25,1.3446629476561828e+26,-1.17268e+25,1.29612e+25,1.7281001214093343e+25,2.111058597067912e+25
GW170817,GW170817-v1,1187008882.4,1,O1_O2-Preliminary,https://doi.org/10.7935/K5B8566F,http://gwosc.org/api/v2/event-versions/GW170817-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,13.319825261907951,0.0,,,,,,
GW170817,GW170817-v2,1187008882.4,2,O1_O2-Preliminary,https://doi.org/10.7935/K5B8566F,http://gwosc.org/api/v2/event-versions/GW170817-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,64.86079005819072,0.0,,,,,,
GW170817,GW170817-v3,1187008882.4,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170817-v3,1.46,-0.1,0.12,1.27,-0.09,0.09,33.0,,,40.0,-15.0,7.0,0.0,-0.01,0.02,,,,1.186,-0.001,0.001,1.1848446629484104,,,0.01,0.0,0.0,1e-07,,,1.0,,,2.8,,,NS-NS,-6291286251157709.0,-6299999999999986.0,55.24111209059753,0.14346204835892964,1.2344e+24,1.914792378292891e+23,-4.629e+23,2.1602000000000002e+23,2.692676781974378e+22,5.86405165852198e+21
GW170814,GW170814-v1,1186741861.5,1,O1_O2-Preliminary,https://doi.org/10.7935/K5MP519B,http://gwosc.org/api/v2/event-versions/GW170814-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,14.633087612499041,0.0,,,,,,
GW170814,GW170814-v2,1186741861.5,2,O1_O2-Preliminary,https://doi.org/10.7935/K5MP519B,http://gwosc.org/api/v2/event-versions/GW170814-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,35.07818178129503,0.0,,,,,,
GW170814,GW170814-v3,1186741861.5,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170814-v3,30.6,-3.0,5.6,25.2,-4.0,2.8,17.7,-0.3,0.2,600.0,-220.0,150.0,0.07,-0.12,0.12,,,,24.1,-1.1,1.4,24.15162409644993,,,0.12,-0.04,0.03,1e-07,,,1.0,,,53.2,-2.4,3.2,BH-BH,2.3367634647157206e+17,2.339999999999995e+17,91.74392973699884,1.5918692443744205,1.8516e+25,4.308282851159005e+25,-6.7892e+24,4.629e+24,5.792246944335996e+24,2.6926767819743783e+24
GW170809,GW170809-v1,1186302519.8,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170809-v1,35.0,-5.9,8.3,23.8,-5.2,5.1,12.8,-0.3,0.2,1030.0,-390.0,320.0,0.08,-0.17,0.17,,,,24.9,-1.7,2.1,25.03292139362689,,,0.2,-0.07,0.05,1e-07,,,1.0,,,56.3,-3.8,5.2,BH-BH,2.246887946842044e+17,2.25e+17,31.560570160027517,2.5120715932129736,3.1785800000000003e+25,1.2696270213318303e+26,-1.20354e+25,9.8752e+24,1.8202495046146794e+25,1.2254671221074503e+25
GW170729,GW170729-v1,1185389807.3,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170729-v1,50.2,-10.2,16.2,34.0,-10.1,9.1,10.8,,,2840.0,-1360.0,1400.0,0.37,-0.25,0.21,,,,35.4,-4.8,6.5,35.83002920940857,,,0.49,-0.21,0.19,0.02,,,0.98,,,79.5,-10.2,14.7,BH-BH,4.224149340063045e+17,4.2300000000000026e+17,23.04053848821008,5.122716585379495,8.76424e+25,9.652468378974464e+26,-4.1969600000000005e+25,4.3204e+25,2.2134999893065827e+26,2.3456206634087918e+26
170720,170720-v1,1184625889.8,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170720-v1,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,10.75,,,,,,,,,Unknown,,,54.05074842498067,0.0,,,,,,
170705,170705-v1,1183279534.3,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170705-v1,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,10.97,,,,,,,,,Unknown,,,98.70854086995406,0.0,,,,,,
170630,170630-v1,1182874645.8,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170630-v1,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,10.46,,,,,,,,,Unknown,,,31.784974436035036,0.0,,,,,,
170616,170616-v1,1181677658.8,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170616-v1,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,Unknown,,,70.49219926652907,0.0,,,,,,
GW170608,GW170608-v1,1180922494.5,1,O1_O2-Preliminary,https://doi.org/10.7935/K51R6NJQ,http://gwosc.org/api/v2/event-versions/GW170608-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,78.54576537958458,0.0,,,,,,
GW170608,GW170608-v2,1180922494.5,2,O1_O2-Preliminary,https://doi.org/10.7935/K51R6NJQ,http://gwosc.org/api/v2/event-versions/GW170608-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,31.38737895931597,0.0,,,,,,
GW170608,GW170608-v3,1180922494.5,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170608-v3,11.0,-1.7,5.5,7.6,-2.2,1.4,15.4,,,320.0,-110.0,120.0,0.03,-0.07,0.19,,,,7.9,-0.2,0.2,7.9327026893503945,,,0.07,-0.02,0.02,1e-07,,,1.0,,,17.8,-0.7,3.4,BH-BH,7.190041429894547e+16,7.200000000000006e+16,75.53947137506736,0.9617790421303338,9.8752e+24,1.2254671221074503e+25,-3.3946e+24,3.7032e+24,1.448061736083999e+24,1.723313140463602e+24
170423,170423-v1,1176984663.0,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170423-v1,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,6.47,,,,,,,,,Unknown,,,43.10048194473279,0.0,,,,,,
170412,170412-v1,1176047817.0,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170412-v1,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,8.22,,,,,,,,,Unknown,,,66.90752475342215,0.0,,,,,,
170405,170405-v1,1175425510.7,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170405-v1,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,4.55,,,,,,,,,Unknown,,,67.01767396848052,0.0,,,,,,
170219,170219-v1,1171548267.0,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170219-v1,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,,6.26,,,,,,,,,Unknown,,,58.21972156672826,0.0,,,,,,
170208,170208-v1,1170585583.8,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170208-v1,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,11.18,,,,,,,,,Unknown,,,18.12607930489675,0.0,,,,,,
GW170104,GW170104-v1,1167559936.6,1,O1_O2-Preliminary,https://doi.org/10.7935/K53X84K2,http://gwosc.org/api/v2/event-versions/GW170104-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,85.17722460303142,0.0,,,,,,
GW170104,GW170104-v2,1167559936.6,2,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170104-v2,30.8,-5.6,7.3,20.0,-4.6,4.9,13.8,-0.3,0.2,990.0,-430.0,440.0,-0.04,-0.21,0.17,,,,21.4,-1.8,2.2,21.506794472871857,,,0.2,-0.08,0.08,1e-07,,,1.0,,,48.9,-4.0,5.1,BH-BH,1.7076348395999523e+17,1.7099999999999987e+17,38.870205847456226,2.5120715932129736,3.05514e+25,1.1729300062280392e+26,-1.3269800000000001e+25,1.35784e+25,2.2127819421647227e+25,2.3168987777343984e+25
161217,161217-v1,1165994201.4,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/161217-v1,,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,10.12,,,,,,,,,Unknown,,,26.786665935986882,0.0,,,,,,
161202,161202-v1,1164686041.9,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/161202-v1,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,Unknown,,,13.669762739928753,0.0,,,,,,
GW151226,GW151226-v1,1135136350.6,1,O1_O2-Preliminary,http://dx.doi.org/10.7935/K5H41PBP,http://gwosc.org/api/v2/event-versions/GW151226-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,63.18036488694176,0.0,,,,,,
GW151226,GW151226-v2,1135136350.6,2,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW151226-v2,13.7,-3.2,8.8,7.7,-2.5,2.2,13.1,,,450.0,-190.0,180.0,0.18,-0.12,0.2,,,,8.9,-0.3,0.3,8.86837442246053,,,0.09,-0.04,0.04,1e-07,,,1.0,,,20.5,-1.5,6.4,BH-BH,8.088796608631346e+16,8.099999999999987e+16,70.98079256580542,1.219210961688195,1.3887e+25,2.42340910377694e+25,-5.8634e+24,5.5548e+24,4.3202503035233357e+24,3.877454566043104e+24
151116,151116-v1,1131748925.7,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/151116-v1,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,4.77,,,,,,,,,Unknown,,,11.492904603507053,0.0,,,,,,
GW151012,GW151012-v1,1128678900.4,1,O1_O2-Preliminary,http://dx.doi.org/10.7935/K5CC0XMZ,http://gwosc.org/api/v2/event-versions/GW151012-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,56.088375246935286,0.0,,,,,,
GW151012,GW151012-v2,1128678900.4,2,O1_O2-Preliminary,http://dx.doi.org/10.7935/K5CC0XMZ,http://gwosc.org/api/v2/event-versions/GW151012-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,30.384619767814417,0.0,,,,,,
GW151012,GW151012-v3,1128678900.4,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW151012-v3,23.2,-5.5,14.9,13.6,-4.8,4.1,10.0,,,1080.0,-490.0,550.0,0.05,-0.2,0.31,,,,15.2,-1.2,2.1,15.354885143813442,,,0.21,-0.09,0.09,0.00792,,,1.0,,,35.6,-3.8,10.8,BH-BH,1.0785062144841773e+17,1.0799999999999962e+17,68.06555113685049,2.6200651354299316,3.33288e+25,1.3958836437755176e+26,-1.5121400000000001e+25,1.6973000000000001e+25,2.8733853126757697e+25,3.6201543402099977e+25
151012.2,151012.2-v1,1128666662.2,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/151012.2-v1,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,,8.56,,,,,,,,,Unknown,,,25.69297861044923,0.0,,,,,,
151008,151008-v1,1128348574.5,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/151008-v1,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,10.17,,,,,,,,,Unknown,,,72.18439642922193,0.0,,,,,,
GW150914,GW150914-v1,1126259462.4,1,O1_O2-Preliminary,http://dx.doi.org/10.7935/K5MW2F23,http://gwosc.org/api/v2/event-versions/GW150914-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,44.806181167048365,0.0,,,,,,
GW150914,GW150914-v2,1126259462.4,2,O1_O2-Preliminary,http://dx.doi.org/10.7935/K5MW2F23,http://gwosc.org/api/v2/event-versions/GW150914-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,94.30569898630611,0.0,,,,,,
GW150914,GW150914-v3,1126259462.4,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW150914-v3,35.6,-3.1,4.7,30.6,-4.4,3.0,26.0,-0.2,0.1,440.0,-170.0,150.0,-0.01,-0.13,0.12,,,,28.6,-1.5,1.7,28.71648348924461,,,0.09,-0.03,0.03,1e-07,,,1.0,,,63.1,-3.0,3.4,BH-BH,2.7861410540841357e+17,2.7900000000000013e+17,22.376884973139394,1.219210961688195,1.35784e+25,2.3168987777343984e+25,-5.246200000000001e+24,4.629e+24,3.4585937332915355e+24,2.6926767819743783e+24
blind_injection,blind_injection-v1,968654557.9,1,Initial_LIGO_Virgo,,http://gwosc.org/api/v2/event-versions/blind_injection-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,40.695971594523265,0.0,,,,,,
GRB051103,GRB051103-v1,815043278.0,1,Initial_LIGO_Virgo,,http://gwosc.org/api/v2/event-versions/GRB051103-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,20.212616911653015,0.0,,,,,,
GW170823,GW170823-v1,1187529256.5,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170823-v1,39.5,-6.7,11.2,29.0,-7.8,6.7,12.2,-0.3,0.2,1940.0,-900.0,970.0,0.09,-0.26,0.22,,,,29.2,-3.6,4.6,29.394017054344996,,,0.35,-0.15,0.15,1e-07,,,1.0,,,65.4,-7.4,10.1,BH-BH,2.7861410540841296e+17,2.789999999999995e+17,93.22242564507064,3.987251295264063,5.98684e+25,4.504070371839453e+26,-2.7774e+25,2.99342e+25,9.69363641510776e+25,1.1260175929598632e+26
