name,shortName,gps,version,catalog,doi,detail_url,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_2_source,mass_2_source_lower,mass_2_source_upper,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,chi_eff,chi_eff_lower,chi_eff_upper,total_mass_source,total_mass_source_lower,total_mass_source_upper,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass,chirp_mass_lower,chirp_mass_upper,redshift,redshift_lower,redshift_upper,far,far_lower,far_upper,p_astro,p_astro_lower,p_astro_upper,final_mass_source,final_mass_source_lower,final_mass_source_upper,merger_type,energy_released,E_GW,frequency,lookback_time,luminosity_distance_m,luminosity,luminosity_distance_lower_m,luminosity_distance_upper_m,luminosity_lower,luminosity_upper
GW191127_050227,GW191127_050227-v1,1258866165.5,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,http://gwosc.org/api/v2/event-versions/GW191127_050227-v1,53.0,-20.0,47.0,24.0,-14.0,17.0,9.2,-0.6,0.7,3400.0,-1900.0,3100.0,0.18,-0.36,0.34,80.0,-22.0,39.0,29.9,-9.1,11.7,30.576947090104838,,,0.57,-0.29,0.4,0.25,,,0.73996,,,76.0,-21.0,39.0,BH-BH,8.987551787368176e+16,9e+16,13.094966900369656,5.685694678366635,1.04924e+26,1.3834374933166137e+27,-5.8634e+25,9.5666e+25,4.3202503035233355e+26,1.1500721722121676e+27
GW191126_115259,GW191126_115259-v1,1258804397.6,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,http://gwosc.org/api/v2/event-versions/GW191126_115259-v1,12.1,-2.2,5.5,8.3,-2.4,1.9,8.3,-0.5,0.2,1620.0,-740.0,740.0,0.21,-0.11,0.15,20.7,-2.0,3.4,8.65,-0.71,0.95,8.693447667786085,,,0.3,-0.13,0.12,3.2,,,0.70041,,,19.6,-2.0,3.5,BH-BH,7.190041429894515e+16,7.199999999999974e+16,91.83883618709038,3.5283292058457687,4.99932e+25,3.1407381984949146e+26,-2.2836400000000003e+25,2.2836400000000003e+25,6.5533769147074205e+25,6.5533769147074205e+25
GW191118_212859,191118_212859-v1,1258147757.4,1,GWTC-3-marginal,https://doi.org/10.7935/b024-1886,http://gwosc.org/api/v2/event-versions/GW191118_212859-v1,,,,,,,9.121,,,,,,,,,,,,,,,,,,,,,1.3,,,0.0452,,,,,,Unknown,,,33.290198344001524,0.0,,,,,,
GW191113_071753,GW191113_071753-v1,1257664691.8,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,http://gwosc.org/api/v2/event-versions/GW191113_071753-v1,29.0,-14.0,12.0,5.9,-1.3,4.4,7.9,-1.1,0.5,1370.0,-620.0,1150.0,0.0,-0.29,0.37,34.5,-9.8,10.5,10.7,-1.0,1.1,10.749417238124511,,,0.26,-0.11,0.18,26.0,,,0.68339,,,34.0,-10.0,11.0,BH-BH,8.088796608631346e+16,8.099999999999987e+16,69.62700559185838,3.138347468868968,4.2278200000000005e+25,2.246171134261205e+26,-1.91332e+25,3.5489000000000003e+25,4.600288688848671e+25,1.5826955751827178e+26
GW191109_010717,GW191109_010717-v1,1257296855.2,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,http://gwosc.org/api/v2/event-versions/GW191109_010717-v1,65.0,-11.0,11.0,47.0,-13.0,15.0,17.3,-0.5,0.5,1290.0,-650.0,1130.0,-0.29,-0.31,0.42,112.0,-16.0,20.0,47.5,-7.5,9.6,47.9913673905957,,,0.25,-0.12,0.18,0.00018,,,0.99,,,107.0,-15.0,18.0,BH-BH,4.493775893684088e+17,4.5e+17,38.053996848046985,3.0375040138551714,3.98094e+25,1.99150374794825e+26,-2.0059e+25,3.48718e+25,5.056248623929665e+25,1.5281239924013703e+26
GW191105_143521,GW191105_143521-v1,1256999739.9,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,http://gwosc.org/api/v2/event-versions/GW191105_143521-v1,10.7,-1.6,3.7,7.7,-1.9,1.4,9.7,-0.5,0.3,1150.0,-480.0,430.0,-0.02,-0.09,0.13,18.5,-1.3,2.1,7.82,-0.45,0.61,7.880633620054236,,,0.23,-0.09,0.07,0.012,,,0.99,,,17.6,-1.2,2.1,BH-BH,7.190041429894515e+16,7.199999999999974e+16,56.80612190600297,2.831643939004067,3.5489000000000003e+25,1.5826955751827178e+26,-1.48128e+25,1.3269800000000001e+25,2.757301024741763e+25,2.2127819421647227e+25
GW191103_012549,GW191103_012549-v1,1256779567.5,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,http://gwosc.org/api/v2/event-versions/GW191103_012549-v1,11.8,-2.2,6.2,7.9,-2.4,1.7,8.9,-0.5,0.3,990.0,-470.0,500.0,0.21,-0.1,0.16,20.0,-1.8,3.7,8.34,-0.57,0.66,8.37167218262629,,,0.2,-0.09,0.09,0.46,,,0.94318,,,19.0,-1.7,3.8,BH-BH,6.291286251157749e+16,6.300000000000026e+16,59.203925140895166,2.5120715932129736,3.05514e+25,1.1729300062280392e+26,-1.45042e+25,1.543e+25,2.643610227280623e+25,2.9918630910826424e+25
GW190930_133541,GW190930_133541-v1,1253885759.2,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190930_133541-v1,12.3,-2.3,12.4,7.8,-3.3,1.7,10.01932734846673,,,760.0,-320.0,360.0,0.14,-0.15,0.31,20.3,-1.5,8.9,8.5,-0.5,0.5,8.483217793689935,-0.2,0.2,0.15,-0.06,0.06,0.0330921980265922,,,0.997,,,19.4,-1.5,9.2,BH-BH,6.291286251157749e+16,6.300000000000026e+16,26.636900997297435,1.9490612047821398,2.34536e+25,6.912400485637337e+25,-9.8752e+24,1.11096e+25,1.2254671221074503e+25,1.5509818264172416e+25
GW190930_133541,GW190930_133541-v2,1253885759.2,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190930_133541-v2,14.2,-4.0,8.0,6.9,-2.1,2.4,9.7,-0.5,0.3,770.0,-320.0,320.0,0.19,-0.16,0.22,21.2,-2.0,5.9,8.5,-0.4,0.5,8.507970394694674,,,0.16,-0.06,0.06,0.012,,,0.99785,,,20.2,-2.0,6.1,BH-BH,8.088796608631378e+16,8.10000000000002e+16,97.26261649881027,2.0648219826056464,2.37622e+25,7.0955025068115936e+25,-9.8752e+24,9.8752e+24,1.2254671221074503e+25,1.2254671221074503e+25
GW190929_012149,GW190929_012149-v1,1253755327.5,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190929_012149-v1,80.8,-33.2,33.0,24.1,-10.6,19.3,9.875628916044713,,,2130.0,-1050.0,3650.0,0.01,-0.33,0.34,104.3,-25.2,34.9,35.8,-8.2,14.9,37.110939097548666,-15.4,19.9,0.38,-0.17,0.49,0.0201614435854915,,,0.995693,,,101.5,-25.3,33.6,BH-BH,3.0557676077051846e+17,3.060000000000005e+17,79.76195410250031,4.248326686981663,6.57318e+25,5.4295134631731366e+26,-3.2403e+25,1.1263900000000001e+26,1.3194116231674454e+26,1.5943638412379405e+27
GW190929_012149,GW190929_012149-v2,1253755327.4,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190929_012149-v2,66.3,-16.6,21.6,26.8,-10.6,14.7,9.7,-0.6,0.4,3130.0,-1370.0,2510.0,-0.03,-0.28,0.23,93.3,-15.0,23.3,35.6,-7.4,10.2,35.9748554237857,,,0.53,-0.2,0.33,0.16,,,0.87042,,,90.3,-14.6,22.3,BH-BH,2.5165145004630867e+17,2.5199999999999974e+17,94.55490474077702,5.411295667963987,9.65918e+25,1.1724393406811016e+27,-4.2278200000000005e+25,7.74586e+25,2.246171134261205e+26,7.539614664051905e+26
GW190926_050336,GW190926_050336-v1,1253509434.0,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190926_050336-v1,41.1,-12.5,20.8,20.4,-8.2,11.4,8.1,-0.8,0.6,3280.0,-1730.0,3400.0,-0.02,-0.32,0.25,61.9,-12.0,22.7,24.4,-4.9,9.0,24.906240098732304,,,0.55,-0.26,0.44,1.1,,,0.54334,,,59.6,-11.8,22.1,BH-BH,1.7076348395999523e+17,1.7099999999999987e+17,90.5344615384884,5.550213112592297,1.012208e+26,1.28750639516414e+27,-5.3387800000000004e+25,1.04924e+26,3.581738818120496e+26,1.3834374933166137e+27
GW190925_232845,GW190925_232845-v1,1253489343.1,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190925_232845-v1,20.8,-2.9,6.5,15.5,-3.6,2.5,9.7,-0.6,0.3,930.0,-350.0,460.0,0.09,-0.15,0.16,36.7,-2.8,3.6,15.6,-1.1,1.1,15.597525160698774,,,0.19,-0.07,0.08,0.0072,,,0.98849,,,34.9,-2.6,3.5,BH-BH,1.2582572502315434e+17,1.2599999999999987e+17,63.810998092997664,2.402575900918615,2.86998e+25,1.035064954990951e+26,-1.0801e+25,1.4195600000000001e+25,1.4660129146304949e+25,2.532312920292349e+25
190924_232654,190924_232654-v1,1253402833.0,1,O3_IMBH_marginal,https://doi.org/10.7935/7583-5j44,http://gwosc.org/api/v2/event-versions/190924_232654-v1,,,,,,,13.27,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,Unknown,,,92.96868115208052,0.0,,,,,,
GW190924_021846,GW190924_021846-v1,1253326744.8,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190924_021846-v1,8.9,-2.0,7.0,5.0,-1.9,1.4,13.15903752184739,,,570.0,-220.0,220.0,0.03,-0.09,0.3,13.9,-1.0,5.1,5.8,-0.2,0.2,5.75987484098457,-0.03,0.04,0.12,-0.04,0.04,1e-05,,,1.0,,,13.3,-1.0,5.2,BH-BH,5.392531072420902e+16,5.399999999999997e+16,17.964325184672756,1.5918692443744205,1.75902e+25,3.888225273171003e+25,-6.7892e+24,6.7892e+24,5.792246944335996e+24,5.792246944335996e+24
GW190924_021846,GW190924_021846-v2,1253326744.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190924_021846-v2,8.8,-1.8,4.3,5.1,-1.5,1.2,12.0,-0.4,0.3,550.0,-220.0,220.0,0.03,-0.08,0.2,13.9,-0.9,2.8,5.8,-0.2,0.2,5.789335908391477,,,0.11,-0.04,0.04,1e-05,,,1.0,,,13.3,-0.9,3.0,BH-BH,5.392531072420902e+16,5.399999999999997e+16,27.638457617723066,1.4694075140077603,1.6973000000000001e+25,3.6201543402099977e+25,-6.7892e+24,6.7892e+24,5.792246944335996e+24,5.792246944335996e+24
GW190917_114630,GW190917_114630-v1,1252756008.0,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190917_114630-v1,9.7,-3.9,3.4,2.1,-0.4,1.1,8.3,-0.8,0.5,720.0,-310.0,300.0,-0.08,-0.43,0.21,11.8,-2.8,3.0,3.7,-0.2,0.2,3.7240732608651372,,,0.15,-0.06,0.05,0.66,,,0.76643,,,11.6,-2.9,3.1,NS-BH,1.7975103574736288e+16,1.7999999999999936e+16,14.070456001948425,1.9490612047821398,2.22192e+25,6.203927305668966e+25,-9.5666e+24,9.258e+24,1.1500721722121677e+25,1.0770707127897513e+25
GW190916_200658,GW190916_200658-v1,1252699636.9,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190916_200658-v1,43.8,-12.6,19.9,23.3,-10.0,12.5,8.1,-0.5,0.3,4940.0,-2380.0,3710.0,0.2,-0.31,0.33,68.0,-13.1,18.3,26.9,-5.4,8.2,27.53933917671634,,,0.77,-0.32,0.45,4.7,,,0.65727,,,65.0,-12.6,17.3,BH-BH,1.887385875347312e+17,1.889999999999995e+17,39.27972976869379,6.872883703437711,1.524484e+26,2.920489205181775e+27,-7.34468e+25,1.144906e+26,6.778843717251408e+26,1.6472121108788239e+27
GW190915_235702,GW190915_235702-v1,1252627040.7,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190915_235702-v1,35.3,-6.4,9.5,24.4,-6.1,5.6,13.07209167194663,,,1620.0,-610.0,710.0,0.02,-0.25,0.2,59.9,-6.4,7.5,25.3,-2.7,3.2,25.46266479664457,-3.9,3.3,0.3,-0.1,0.11,1e-05,,,1.0,,,57.2,-6.0,7.1,BH-BH,2.2468879468420378e+17,2.2499999999999936e+17,44.98095607205338,3.5283292058457687,4.99932e+25,3.1407381984949146e+26,-1.8824600000000001e+25,2.19106e+25,4.4530890247674054e+25,6.03279273685904e+25
GW190915_235702,GW190915_235702-v2,1252627040.6,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190915_235702-v2,32.6,-4.9,8.8,24.5,-5.8,4.9,13.1,-0.3,0.2,1750.0,-650.0,710.0,-0.03,-0.24,0.19,57.2,-5.3,7.1,24.4,-2.3,3.0,24.55291096740304,,,0.32,-0.11,0.11,1e-05,,,1.0,,,54.7,-5.0,6.6,BH-BH,2.157012428968361e+17,2.1599999999999987e+17,34.42141285965063,3.715583215320484,5.4005e+25,3.665032286576237e+26,-2.0059e+25,2.19106e+25,5.056248623929665e+25,6.03279273685904e+25
GW190910_112807,GW190910_112807-v1,1252150105.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190910_112807-v1,43.9,-6.1,7.6,35.6,-7.2,6.3,13.41737344451953,,,1460.0,-580.0,1030.0,0.02,-0.18,0.18,79.6,-9.1,9.3,34.3,-4.1,4.1,34.377578718254995,-3.6,4.6,0.28,-0.1,0.16,1.8852694587530696e-05,,,0.999988,,,75.8,-8.6,8.5,BH-BH,3.325394161326228e+17,3.3300000000000026e+17,84.58637582367363,3.3359733403076834,4.50556e+25,2.5509821459807038e+26,-1.7898800000000001e+25,3.1785800000000003e+25,4.025850975360804e+25,1.2696270213318303e+26
GW190910_112807,GW190910_112807-v2,1252150105.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190910_112807-v2,43.8,-6.8,7.6,34.2,-7.3,6.6,14.5,-0.3,0.2,1520.0,-630.0,1090.0,0.0,-0.2,0.17,78.0,-9.1,9.3,33.5,-4.1,4.2,33.641953747767694,,,0.29,-0.11,0.17,0.0029,,,0.99669,,,74.4,-8.6,8.5,BH-BH,3.235518643452538e+17,3.239999999999995e+17,42.10779940242303,3.4327993697707404,4.69072e+25,2.764960194254935e+26,-1.94418e+25,3.3637400000000003e+25,4.749881843402804e+25,1.4218530154061151e+26
GW190909_114149,GW190909_114149-v1,1252064527.7,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190909_114149-v1,45.8,-13.3,52.7,28.3,-12.7,13.4,9.047895,,,3770.0,-2220.0,3270.0,-0.06,-0.36,0.37,75.0,-17.6,55.9,30.9,-7.5,17.2,31.162156658188003,-12.4,32.2,0.62,-0.33,0.41,1.1112276612026477,,,0.886704,,,72.0,-16.8,54.9,BH-BH,1.887385875347312e+17,1.889999999999995e+17,35.28410587186427,6.010043979894895,1.163422e+26,1.7009220370899394e+27,-6.85092e+25,1.009122e+26,5.898039223236678e+26,1.2796677138655038e+27
GW190909_114149,GW190909_114149-v2,1252064527.7,2,GWTC-2.1-auxiliary,,http://gwosc.org/api/v2/event-versions/GW190909_114149-v2,,,,,,,9.047895,,,,,,,,,,,,,,,,,,,,,26.1830194416,,,0.1525430959725358,,,,,,Unknown,,,58.84264748424236,0.0,,,,,,
GW190828_065509,GW190828_065509-v1,1251010527.9,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190828_065509-v1,24.1,-7.2,7.0,10.2,-2.1,3.6,11.12790886853085,,,1600.0,-600.0,620.0,0.08,-0.16,0.16,34.4,-4.4,5.4,13.3,-1.0,1.2,13.406379364359966,-0.7,0.6,0.3,-0.1,0.1,1e-05,,,1.0,,,33.1,-4.5,5.5,BH-BH,1.0785062144841773e+17,1.0799999999999962e+17,22.683180247728636,3.5283292058457687,4.9376000000000005e+25,3.0636678052686264e+26,-1.8516e+25,1.91332e+25,4.308282851159005e+25,4.600288688848671e+25
GW190828_065509,GW190828_065509-v2,1251010527.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190828_065509-v2,23.7,-6.7,6.8,10.4,-2.2,3.8,10.2,-0.5,0.4,1540.0,-650.0,690.0,0.05,-0.17,0.16,34.3,-4.3,5.2,13.4,-1.0,1.4,13.443679039789581,,,0.29,-0.11,0.11,3.5e-05,,,0.99998,,,33.0,-4.3,5.3,BH-BH,9.886306966105006e+16,9.900000000000013e+16,82.19772826786357,3.4327993697707404,4.75244e+25,2.8382010027246374e+26,-2.0059e+25,2.12934e+25,5.056248623929665e+25,5.697704070657784e+25
GW190828_063405,GW190828_063405-v1,1251009263.8,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190828_063405-v1,32.1,-4.0,5.8,26.2,-4.8,4.6,16.629603122143354,,,2130.0,-930.0,660.0,0.19,-0.16,0.15,58.0,-4.8,7.7,25.0,-2.1,3.4,25.220290418389297,-2.8,2.9,0.38,-0.15,0.1,1e-05,,,1.0,,,54.9,-4.3,7.2,BH-BH,3.055767607705179e+17,3.059999999999999e+17,16.709557931179376,4.248326686981663,6.57318e+25,5.4295134631731366e+26,-2.86998e+25,2.03676e+25,1.035064954990951e+26,5.213022249902396e+25
GW190828_063405,GW190828_063405-v2,1251009263.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190828_063405-v2,31.9,-4.1,5.4,25.8,-5.3,4.9,16.5,-0.3,0.2,2070.0,-920.0,650.0,0.15,-0.16,0.15,57.2,-4.3,7.9,24.6,-2.0,3.6,24.94658318504233,,,0.38,-0.15,0.1,1e-05,,,1.0,,,54.3,-4.0,7.3,BH-BH,3.0557676077051846e+17,3.060000000000005e+17,98.81982429404655,4.248326686981663,6.388020000000001e+25,5.127933663592006e+26,-2.8391200000000003e+25,2.0059e+25,1.0129251681169396e+26,5.056248623929665e+25
GW190814,GW190814-v1,1249852257.0,1,O3_Discovery_Papers,https://doi.org/10.7935/zzw5-ak90,http://gwosc.org/api/v2/event-versions/GW190814-v1,23.2,-1.0,1.1,2.59,-0.09,0.08,25.0,-0.2,0.1,241.0,-45.0,41.0,-0.002,-0.061,0.06,25.8,-0.9,1.0,6.09,-0.06,0.06,6.09512169226812,-0.02,0.02,0.053,-0.01,0.009,,,,,,,,,,Unknown,,,79.50202923669917,0.737082935834462,7.43726e+24,6.950816007726838e+24,-1.3887e+24,1.2652600000000002e+24,2.42340910377694e+23,2.0117287424439692e+23
GW190814,GW190814-v2,1249852257.0,2,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190814-v2,23.2,-1.0,1.1,2.59,-0.09,0.08,22.17523325999954,,,240.0,-50.0,40.0,0.0,-0.06,0.06,25.8,-0.9,1.0,6.09,-0.06,0.06,6.09512169226812,-0.02,0.02,0.05,-0.01,0.009,1e-05,,,1.0,,,25.6,-0.9,1.1,Unknown,1.707634839599933e+16,1.7099999999999796e+16,27.884411338075516,0.6968567320217314,7.4064e+24,6.893252561854408e+24,-1.5430000000000002e+24,1.2344e+24,2.991863091082643e+23,1.914792378292891e+23
GW190814,GW190814_211039-v3,1249852257.0,3,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190814-v3,23.3,-1.4,1.4,2.6,-0.1,0.1,25.3,-0.2,0.1,230.0,-50.0,40.0,0.0,-0.07,0.07,25.9,-1.3,1.3,6.11,-0.05,0.06,6.11980534483173,,,0.05,-0.01,0.01,1e-05,,,1.0,,,25.7,-1.3,1.3,Unknown,1.7975103574736608e+16,1.8000000000000256e+16,10.496990541124216,0.6968567320217314,7.097800000000001e+24,6.330782300730873e+24,-1.5430000000000002e+24,1.2344e+24,2.991863091082643e+23,1.914792378292891e+23
GW190805_211137,GW190805_211137-v1,1249074715.3,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190805_211137-v1,46.2,-11.2,15.4,30.6,-11.3,11.8,8.1,-0.7,0.5,6130.0,-3080.0,3720.0,0.37,-0.39,0.29,76.7,-13.8,19.5,31.9,-6.3,8.8,32.5946106166014,,,0.92,-0.4,0.43,0.63,,,0.95372,,,72.4,-13.2,18.2,BH-BH,3.9545227864420026e+17,3.960000000000005e+17,83.39152856093507,7.596661194557911,1.891718e+26,4.4969976074921343e+27,-9.50488e+25,1.147992e+26,1.135280401089855e+27,1.6561039279855216e+27
GW190803_022701,GW190803_022701-v1,1248834439.9,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190803_022701-v1,37.3,-7.0,10.6,27.3,-8.2,7.8,8.970600357413534,,,3270.0,-1580.0,1950.0,-0.03,-0.27,0.24,64.5,-9.0,12.6,27.3,-4.1,5.7,27.712543237194534,-6.1,6.3,0.55,-0.24,0.26,0.0269343172504355,,,0.99411,,,61.7,-8.5,11.8,BH-BH,2.6063900183367635e+17,2.6099999999999923e+17,73.61716094628554,5.550213112592297,1.009122e+26,1.2796677138655038e+27,-4.87588e+25,6.017700000000001e+25,2.987554808231483e+26,4.5506237615367e+26
GW190803_022701,GW190803_022701-v2,1248834439.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190803_022701-v2,37.7,-6.7,9.8,27.6,-8.5,7.6,9.3,-0.5,0.3,3190.0,-1470.0,1630.0,-0.01,-0.28,0.23,65.0,-8.1,12.0,27.6,-3.8,5.4,28.01351614168978,,,0.54,-0.22,0.22,0.073,,,0.97383,,,62.1,-7.6,11.2,BH-BH,2.8760165719578253e+17,2.880000000000009e+17,75.61064512368885,5.481190549783247,9.844340000000001e+25,1.2178199200466433e+27,-4.53642e+25,5.03018e+25,2.5860467814081922e+26,3.17963241867899e+26
GW190731_140936,GW190731_140936-v1,1248617394.6,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190731_140936-v1,41.5,-9.0,12.2,28.8,-9.5,9.7,8.460146466288636,,,3300.0,-1720.0,2390.0,0.06,-0.24,0.24,70.1,-11.3,15.8,29.5,-5.2,7.1,29.996686599040142,-8.2,6.8,0.55,-0.26,0.31,0.2058421231186779,,,0.966501,,,67.0,-10.8,14.6,BH-BH,2.965892089831496e+17,2.9699999999999974e+17,79.41433120173512,5.550213112592297,1.01838e+26,1.3032555624755993e+27,-5.3079200000000005e+25,7.37554e+25,3.540451107463556e+26,6.835928465029264e+26
GW190731_140936,GW190731_140936-v2,1248617394.6,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190731_140936-v2,41.8,-9.1,12.7,29.0,-9.9,10.2,8.8,-0.4,0.3,3330.0,-1770.0,2350.0,0.07,-0.25,0.28,70.7,-11.4,16.3,29.7,-5.3,7.4,30.20910900458943,,,0.56,-0.26,0.31,0.33,,,0.83427,,,67.4,-10.8,15.3,BH-BH,3.0557676077051725e+17,3.059999999999992e+17,16.664018656068134,5.618376762815243,1.027638e+26,1.3270588252282525e+27,-5.46222e+25,7.2521e+25,3.7492831512211245e+26,6.609025568201557e+26
GW190728_064510,GW190728_064510-v1,1248331528.5,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190728_064510-v1,12.3,-2.2,7.2,8.1,-2.6,1.7,13.64274847591606,,,870.0,-370.0,260.0,0.12,-0.07,0.2,20.6,-1.3,4.5,8.6,-0.3,0.5,8.651831341054542,-0.08,0.09,0.18,-0.07,0.05,1e-05,,,1.0,,,19.6,-1.3,4.7,BH-BH,7.190041429894515e+16,7.199999999999974e+16,42.261915568984534,2.2915529145627493,2.68482e+25,9.05816469456181e+25,-1.1418200000000001e+25,8.023600000000001e+24,1.6383442286768551e+25,8.089997798287467e+24
GW190728_064510,GW190728_064510-v2,1248331528.5,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190728_064510-v2,12.5,-2.3,6.9,8.0,-2.6,1.7,13.1,-0.4,0.3,880.0,-380.0,260.0,0.13,-0.07,0.19,20.7,-1.4,4.2,8.6,-0.3,0.6,8.662619282129205,,,0.18,-0.07,0.05,1e-05,,,1.0,,,19.7,-1.4,4.4,BH-BH,7.190041429894547e+16,7.200000000000006e+16,20.428215357261674,2.2915529145627493,2.71568e+25,9.267595110937593e+25,-1.17268e+25,8.023600000000001e+24,1.7281001214093343e+25,8.089997798287467e+24
GW190727_060333,GW190727_060333-v1,1248242632.0,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190727_060333-v1,38.0,-6.2,9.5,29.4,-8.4,7.1,12.29941092425987,,,3300.0,-1500.0,1540.0,0.11,-0.25,0.26,67.1,-8.0,11.7,28.6,-3.7,5.3,29.05002944396314,-5.7,5.3,0.55,-0.22,0.21,1e-05,,,1.0,,,63.8,-7.5,10.9,BH-BH,3.235518643452551e+17,3.240000000000008e+17,87.67930832880342,5.550213112592297,1.01838e+26,1.3032555624755993e+27,-4.629e+25,4.75244e+25,2.6926767819743787e+26,2.8382010027246374e+26
GW190727_060333,GW190727_060333-v2,1248242631.9,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190727_060333-v2,38.9,-6.0,8.9,30.2,-8.3,6.5,11.7,-0.5,0.2,3070.0,-1230.0,1300.0,0.09,-0.27,0.25,68.8,-7.8,10.2,29.4,-3.7,4.6,29.790535990172472,,,0.52,-0.18,0.18,1e-05,,,1.0,,,65.4,-7.3,9.5,BH-BH,3.325394161326215e+17,3.32999999999999e+17,66.09683141448022,5.340514827983437,9.47402e+25,1.1279204178857917e+27,-3.79578e+25,4.0118e+25,1.8105558681995718e+26,2.022499449571866e+26
GW190725_174728,GW190725_174728-v1,1248112066.4,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190725_174728-v1,11.8,-3.0,10.1,6.3,-2.5,2.1,9.1,-0.7,0.4,1030.0,-430.0,520.0,-0.04,-0.16,0.36,18.3,-1.9,7.4,7.4,-0.5,0.5,7.433576566900096,,,0.2,-0.08,0.09,0.46,,,0.96021,,,17.6,-1.8,7.7,BH-BH,4.493775893684088e+16,4.5e+16,39.78082223673843,2.5120715932129736,3.1785800000000003e+25,1.2696270213318303e+26,-1.3269800000000001e+25,1.6047200000000001e+25,2.2127819421647227e+25,3.2359991193149866e+25
