name,shortName,gps,version,catalog,doi,detail_url,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_2_source,mass_2_source_lower,mass_2_source_upper,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,chi_eff,chi_eff_lower,chi_eff_upper,total_mass_source,total_mass_source_lower,total_mass_source_upper,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass,chirp_mass_lower,chirp_mass_upper,redshift,redshift_lower,redshift_upper,far,far_lower,far_upper,p_astro,p_astro_lower,p_astro_upper,final_mass_source,final_mass_source_lower,final_mass_source_upper
GW190425,GW190425-v2,1240215503.0,2,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190425-v2,2.0,-0.3,0.6,1.4,-0.3,0.3,13.02922972476558,,,160.0,-70.0,70.0,0.06,-0.05,0.11,3.4,-0.1,0.3,1.44,-0.02,0.02,1.49,-0.0006,0.0008,0.03,-0.02,0.01,0.000751854698112682,,,,,,,,
GW190425,GW190425_081805-v3,1240215503.0,3,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190425-v3,2.1,-0.4,0.5,1.3,-0.2,0.3,12.4,-0.4,0.4,150.0,-60.0,80.0,0.07,-0.05,0.07,3.4,-0.1,0.3,1.44,-0.02,0.02,,,,0.03,-0.01,0.02,0.034,,,0.78349,,,,,
GW190424_180648,GW190424_180648-v1,1240164426.1,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190424_180648-v1,40.5,-7.3,11.1,31.8,-7.7,7.6,10.0939769744873,,,2200.0,-1160.0,1580.0,0.13,-0.22,0.22,72.6,-10.7,13.3,31.0,-4.6,5.8,43.4,-4.8,6.0,0.39,-0.19,0.23,0.7822864941910456,,,0.906492,,,68.9,-10.1,12.4
GW190424_180648,GW190424_180648-v2,1240164426.1,2,GWTC-2.1-auxiliary,,http://gwosc.org/api/v2/event-versions/GW190424_180648-v2,,,,,,,10.0939769744873,,,,,,,,,,,,,,,,,,,,,9.038785546924121,,,0.12110151519463319,,,,,
GW190421_213856,GW190421_213856-v1,1239917954.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190421_213856-v1,41.3,-6.9,10.4,31.9,-8.8,8.0,10.55069569549375,,,2880.0,-1380.0,1370.0,-0.06,-0.27,0.22,72.9,-9.2,13.4,31.2,-4.2,5.9,46.6,-6.0,6.6,0.49,-0.21,0.19,0.0007738314255311893,,,0.999768,,,69.7,-8.7,12.5
GW190421_213856,GW190421_213856-v2,1239917954.2,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190421_213856-v2,42.0,-7.4,10.1,32.0,-9.8,8.3,10.7,-0.4,0.2,2590.0,-1240.0,1490.0,-0.1,-0.27,0.21,73.6,-9.5,13.2,31.4,-4.6,6.0,,,,0.45,-0.19,0.21,0.0028,,,0.99792,,,70.5,-9.0,12.4
GW190413_134308,GW190413_134308-v1,1239198206.7,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190413_134308-v1,47.5,-10.7,13.5,31.8,-10.8,11.7,9.970916853163907,,,4450.0,-2120.0,2480.0,-0.03,-0.29,0.25,78.8,-11.9,17.4,33.0,-5.4,8.2,57.0,-9.8,8.6,0.71,-0.3,0.31,0.043657319879159086,,,0.9849,,,75.5,-11.4,16.4
GW190413_134308,GW190413_134308-v2,1239198206.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190413_134308-v2,51.3,-12.6,16.6,30.4,-12.7,11.7,10.6,-0.5,0.4,3800.0,-1830.0,2480.0,-0.01,-0.38,0.28,81.3,-11.8,16.8,33.3,-6.3,7.8,,,,0.62,-0.26,0.32,0.18,,,0.99058,,,78.0,-11.5,16.1
GW190413_052954,GW190413_052954-v1,1239168612.5,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190413_052954-v1,34.7,-8.1,12.6,23.7,-6.7,7.3,8.555396161858269,,,3550.0,-1660.0,2270.0,-0.01,-0.34,0.29,58.6,-9.7,13.3,24.6,-4.1,5.5,39.4,-6.6,7.7,0.59,-0.24,0.29,0.07168326663702794,,,0.97779,,,56.0,-9.2,12.5
GW190413_052954,GW190413_052954-v2,1239168612.5,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190413_052954-v2,33.7,-6.4,10.4,24.2,-7.0,6.5,9.0,-0.8,0.4,3320.0,-1400.0,1910.0,-0.04,-0.32,0.27,58.0,-7.8,10.6,24.5,-3.4,4.6,,,,0.56,-0.21,0.25,0.82,,,0.9275,,,55.5,-7.3,10.1
GW190412,GW190412-v1,1239082262.2,1,O3_Discovery_Papers,https://doi.org/10.7935/20yv-ka61,http://gwosc.org/api/v2/event-versions/GW190412-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW190412,GW190412-v2,1239082262.2,2,O3_Discovery_Papers,https://doi.org/10.7935/20yv-ka61,http://gwosc.org/api/v2/event-versions/GW190412-v2,30.1,-5.3,4.6,8.3,-0.9,1.6,19.0,-0.3,0.2,740.0,-160.0,130.0,0.25,-0.11,0.08,38.4,-3.9,3.8,13.3,-0.4,0.4,15.2,-0.1,0.3,0.15,-0.03,0.03,,,,,,,,,
GW190412,GW190412-v3,1239082262.2,3,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190412-v3,30.1,-5.1,4.7,8.3,-0.9,1.6,19.674587670393503,,,740.0,-170.0,140.0,0.25,-0.11,0.08,38.4,-3.7,3.8,13.3,-0.3,0.4,15.2,-0.2,0.2,0.15,-0.03,0.03,1e-05,,,1.0,,,37.3,-3.8,3.9
GW190412,GW190412_053044-v4,1239082262.1,4,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190412-v4,27.7,-6.0,6.0,9.0,-1.4,2.0,19.8,-0.3,0.2,720.0,-220.0,240.0,0.21,-0.13,0.12,36.8,-4.4,4.7,13.3,-0.5,0.5,,,,0.15,-0.04,0.04,1e-05,,,1.0,,,35.6,-4.5,4.8
GW190408_181802,GW190408_181802-v1,1238782700.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190408_181802-v1,24.6,-3.4,5.1,18.4,-3.6,3.3,14.79290708414002,,,1550.0,-600.0,400.0,-0.03,-0.19,0.14,43.0,-3.0,4.2,18.3,-1.2,1.9,23.7,-1.7,1.4,0.29,-0.1,0.06,1e-05,,,1.0,,,41.1,-2.8,3.9
GW190408_181802,GW190408_181802-v2,1238782700.2,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190408_181802-v2,24.8,-3.5,5.4,18.5,-4.0,3.3,14.6,-0.3,0.2,1540.0,-620.0,440.0,-0.03,-0.17,0.13,43.4,-3.0,4.2,18.5,-1.2,1.9,,,,0.29,-0.11,0.07,1e-05,,,1.0,,,41.4,-2.9,3.9
GW190403_051519,GW190403_051519-v1,1238303737.2,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190403_051519-v1,85.0,-33.0,27.8,20.0,-8.4,26.3,7.6,-1.1,0.6,8280.0,-4290.0,6720.0,0.68,-0.43,0.16,106.6,-23.6,26.7,34.0,-8.4,15.1,,,,1.18,-0.53,0.73,7.7,,,0.60924,,,102.2,-24.3,26.3
GW170823,GW170823-v1,1187529256.5,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170823-v1,39.5,-6.7,11.2,29.0,-7.8,6.7,12.2,-0.3,0.2,1940.0,-900.0,970.0,0.09,-0.26,0.22,,,,29.2,-3.6,4.6,,,,0.35,-0.15,0.15,1e-07,,,1.0,,,65.4,-7.4,10.1
GW170818,GW170818-v1,1187058327.1,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170818-v1,35.4,-4.7,7.5,26.7,-5.2,4.3,12.0,-0.4,0.3,1060.0,-380.0,420.0,-0.09,-0.21,0.18,,,,26.5,-1.7,2.1,,,,0.21,-0.07,0.07,4.2000000000000004e-05,,,1.0,,,59.4,-3.8,4.9
GW170817,GW170817-v1,1187008882.4,1,O1_O2-Preliminary,https://doi.org/10.7935/K5B8566F,http://gwosc.org/api/v2/event-versions/GW170817-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170817,GW170817-v2,1187008882.4,2,O1_O2-Preliminary,https://doi.org/10.7935/K5B8566F,http://gwosc.org/api/v2/event-versions/GW170817-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170817,GW170817-v3,1187008882.4,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170817-v3,1.46,-0.1,0.12,1.27,-0.09,0.09,33.0,,,40.0,-15.0,7.0,0.0,-0.01,0.02,,,,1.186,-0.001,0.001,,,,0.01,0.0,0.0,1e-07,,,1.0,,,2.8,,
GW170814,GW170814-v1,1186741861.5,1,O1_O2-Preliminary,https://doi.org/10.7935/K5MP519B,http://gwosc.org/api/v2/event-versions/GW170814-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170814,GW170814-v2,1186741861.5,2,O1_O2-Preliminary,https://doi.org/10.7935/K5MP519B,http://gwosc.org/api/v2/event-versions/GW170814-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170814,GW170814-v3,1186741861.5,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170814-v3,30.6,-3.0,5.6,25.2,-4.0,2.8,17.7,-0.3,0.2,600.0,-220.0,150.0,0.07,-0.12,0.12,,,,24.1,-1.1,1.4,,,,0.12,-0.04,0.03,1e-07,,,1.0,,,53.2,-2.4,3.2
GW170809,GW170809-v1,1186302519.8,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170809-v1,35.0,-5.9,8.3,23.8,-5.2,5.1,12.8,-0.3,0.2,1030.0,-390.0,320.0,0.08,-0.17,0.17,,,,24.9,-1.7,2.1,,,,0.2,-0.07,0.05,1e-07,,,1.0,,,56.3,-3.8,5.2
GW170729,GW170729-v1,1185389807.3,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170729-v1,50.2,-10.2,16.2,34.0,-10.1,9.1,10.8,,,2840.0,-1360.0,1400.0,0.37,-0.25,0.21,,,,35.4,-4.8,6.5,,,,0.49,-0.21,0.19,0.02,,,0.98,,,79.5,-10.2,14.7
170720,170720-v1,1184625889.8,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170720-v1,,,,,,,13.0,,,,,,,,,,,,,,,5.96,,,,,,10.75,,,,,,,,
170705,170705-v1,1183279534.3,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170705-v1,,,,,,,9.3,,,,,,,,,,,,,,,3.4,,,,,,10.97,,,,,,,,
170630,170630-v1,1182874645.8,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170630-v1,,,,,,,9.7,,,,,,,,,,,,,,,0.9,,,,,,10.46,,,,,,,,
170616,170616-v1,1181677658.8,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170616-v1,,,,,,,9.1,,,,,,,,,,,,,,,2.75,,,,,,1.94,,,,,,,,
GW170608,GW170608-v1,1180922494.5,1,O1_O2-Preliminary,https://doi.org/10.7935/K51R6NJQ,http://gwosc.org/api/v2/event-versions/GW170608-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170608,GW170608-v2,1180922494.5,2,O1_O2-Preliminary,https://doi.org/10.7935/K51R6NJQ,http://gwosc.org/api/v2/event-versions/GW170608-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170608,GW170608-v3,1180922494.5,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170608-v3,11.0,-1.7,5.5,7.6,-2.2,1.4,15.4,,,320.0,-110.0,120.0,0.03,-0.07,0.19,,,,7.9,-0.2,0.2,,,,0.07,-0.02,0.02,1e-07,,,1.0,,,17.8,-0.7,3.4
170423,170423-v1,1176984663.0,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170423-v1,,,,,,,8.9,,,,,,,,,,,,,,,1.17,,,,,,6.47,,,,,,,,
170412,170412-v1,1176047817.0,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170412-v1,,,,,,,9.7,,,,,,,,,,,,,,,4.36,,,,,,8.22,,,,,,,,
170405,170405-v1,1175425510.7,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170405-v1,,,,,,,9.3,,,,,,,,,,,,,,,1.44,,,,,,4.55,,,,,,,,
170219,170219-v1,1171548267.0,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170219-v1,,,,,,,9.6,,,,,,,,,,,,,,,1.53,,,,,,6.26,,,,,,,,
170208,170208-v1,1170585583.8,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/170208-v1,,,,,,,10.0,,,,,,,,,,,,,,,7.39,,,,,,11.18,,,,,,,,
GW170104,GW170104-v1,1167559936.6,1,O1_O2-Preliminary,https://doi.org/10.7935/K53X84K2,http://gwosc.org/api/v2/event-versions/GW170104-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170104,GW170104-v2,1167559936.6,2,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW170104-v2,30.8,-5.6,7.3,20.0,-4.6,4.9,13.8,-0.3,0.2,990.0,-430.0,440.0,-0.04,-0.21,0.17,,,,21.4,-1.8,2.2,,,,0.2,-0.08,0.08,1e-07,,,1.0,,,48.9,-4.0,5.1
161217,161217-v1,1165994201.4,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/161217-v1,,,,,,,10.7,,,,,,,,,,,,,,,7.86,,,,,,10.12,,,,,,,,
161202,161202-v1,1164686041.9,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/161202-v1,,,,,,,10.5,,,,,,,,,,,,,,,1.54,,,,,,6.0,,,,,,,,
GW151226,GW151226-v1,1135136350.6,1,O1_O2-Preliminary,http://dx.doi.org/10.7935/K5H41PBP,http://gwosc.org/api/v2/event-versions/GW151226-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW151226,GW151226-v2,1135136350.6,2,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW151226-v2,13.7,-3.2,8.8,7.7,-2.5,2.2,13.1,,,450.0,-190.0,180.0,0.18,-0.12,0.2,,,,8.9,-0.3,0.3,,,,0.09,-0.04,0.04,1e-07,,,1.0,,,20.5,-1.5,6.4
151116,151116-v1,1131748925.7,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/151116-v1,,,,,,,9.0,,,,,,,,,,,,,,,1.24,,,,,,4.77,,,,,,,,
GW151012,GW151012-v1,1128678900.4,1,O1_O2-Preliminary,http://dx.doi.org/10.7935/K5CC0XMZ,http://gwosc.org/api/v2/event-versions/GW151012-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW151012,GW151012-v2,1128678900.4,2,O1_O2-Preliminary,http://dx.doi.org/10.7935/K5CC0XMZ,http://gwosc.org/api/v2/event-versions/GW151012-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW151012,GW151012-v3,1128678900.4,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW151012-v3,23.2,-5.5,14.9,13.6,-4.8,4.1,10.0,,,1080.0,-490.0,550.0,0.05,-0.2,0.31,,,,15.2,-1.2,2.1,,,,0.21,-0.09,0.09,0.00792,,,1.0,,,35.6,-3.8,10.8
151012.2,151012.2-v1,1128666662.2,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/151012.2-v1,,,,,,,9.6,,,,,,,,,,,,,,,2.01,,,,,,8.56,,,,,,,,
151008,151008-v1,1128348574.5,1,GWTC-1-marginal,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/151008-v1,,,,,,,8.8,,,,,,,,,,,,,,,5.12,,,,,,10.17,,,,,,,,
GW150914,GW150914-v1,1126259462.4,1,O1_O2-Preliminary,http://dx.doi.org/10.7935/K5MW2F23,http://gwosc.org/api/v2/event-versions/GW150914-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW150914,GW150914-v2,1126259462.4,2,O1_O2-Preliminary,http://dx.doi.org/10.7935/K5MW2F23,http://gwosc.org/api/v2/event-versions/GW150914-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW150914,GW150914-v3,1126259462.4,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,http://gwosc.org/api/v2/event-versions/GW150914-v3,35.6,-3.1,4.7,30.6,-4.4,3.0,26.0,-0.2,0.1,440.0,-170.0,150.0,-0.01,-0.13,0.12,,,,28.6,-1.5,1.7,,,,0.09,-0.03,0.03,1e-07,,,1.0,,,63.1,-3.0,3.4
blind_injection,blind_injection-v1,968654557.9,1,Initial_LIGO_Virgo,,http://gwosc.org/api/v2/event-versions/blind_injection-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRB051103,GRB051103-v1,815043278.0,1,Initial_LIGO_Virgo,,http://gwosc.org/api/v2/event-versions/GRB051103-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
